h5_path,file_id,training_group,scan_id,firstorder 10Percentile,firstorder 90Percentile,firstorder Energy,firstorder Entropy,firstorder InterquartileRange,firstorder Kurtosis,firstorder Maximum,firstorder MeanAbsoluteDeviation,firstorder Mean,firstorder Median,firstorder Minimum,firstorder Range,firstorder RobustMeanAbsoluteDeviation,firstorder RootMeanSquared,firstorder Skewness,firstorder TotalEnergy,firstorder Uniformity,firstorder Variance,glcm Autocorrelation,glcm ClusterProminence,glcm ClusterShade,glcm ClusterTendency,glcm Contrast,glcm Correlation,glcm DifferenceAverage,glcm DifferenceEntropy,glcm DifferenceVariance,glcm Id,glcm Idm,glcm Idmn,glcm Idn,glcm Imc1,glcm Imc2,glcm InverseVariance,glcm JointAverage,glcm JointEnergy,glcm JointEntropy,glcm MCC,glcm MaximumProbability,glcm SumAverage,glcm SumEntropy,glcm SumSquares,gldm DependenceEntropy,gldm DependenceNonUniformity,gldm DependenceNonUniformityNormalized,gldm DependenceVariance,gldm GrayLevelNonUniformity,gldm GrayLevelVariance,gldm HighGrayLevelEmphasis,gldm LargeDependenceEmphasis,gldm LargeDependenceHighGrayLevelEmphasis,gldm LargeDependenceLowGrayLevelEmphasis,gldm LowGrayLevelEmphasis,gldm SmallDependenceEmphasis,gldm SmallDependenceHighGrayLevelEmphasis,gldm SmallDependenceLowGrayLevelEmphasis,glrlm GrayLevelNonUniformity,glrlm GrayLevelNonUniformityNormalized,glrlm GrayLevelVariance,glrlm HighGrayLevelRunEmphasis,glrlm LongRunEmphasis,glrlm LongRunHighGrayLevelEmphasis,glrlm LongRunLowGrayLevelEmphasis,glrlm LowGrayLevelRunEmphasis,glrlm RunEntropy,glrlm RunLengthNonUniformity,glrlm RunLengthNonUniformityNormalized,glrlm RunPercentage,glrlm RunVariance,glrlm ShortRunEmphasis,glrlm ShortRunHighGrayLevelEmphasis,glrlm ShortRunLowGrayLevelEmphasis,glszm GrayLevelNonUniformity,glszm GrayLevelNonUniformityNormalized,glszm GrayLevelVariance,glszm HighGrayLevelZoneEmphasis,glszm LargeAreaEmphasis,glszm LargeAreaHighGrayLevelEmphasis,glszm LargeAreaLowGrayLevelEmphasis,glszm LowGrayLevelZoneEmphasis,glszm SizeZoneNonUniformity,glszm SizeZoneNonUniformityNormalized,glszm SmallAreaEmphasis,glszm SmallAreaHighGrayLevelEmphasis,glszm SmallAreaLowGrayLevelEmphasis,glszm ZoneEntropy,glszm ZonePercentage,glszm ZoneVariance,ngtdm Busyness,ngtdm Coarseness,ngtdm Complexity,ngtdm Contrast,ngtdm Strength
data_MRI\test\mri_00300760.h5,mri_00300760,test,300760,488.0,1371.0,1560724303118.0,5.591515019577056,510.0,2.313751783376058,3457.0,274.21992483628605,910.6441151491306,865.0,67.0,3390.0,209.68588159097462,967.5221361597413,0.01288252199689639,1560724303118.0,0.023190907556738267,106826.37950336603,1388.3108903401856,905698.7605612715,294.5234948030319,635.6831154942759,37.91756133323432,0.8873322103684593,4.351229213261487,3.6459298182654787,18.553310569647202,0.33087967964979065,0.24578849270847788,0.9980109948215726,0.9700810584765439,-0.21480609084574095,0.949410866245543,0.24778909370343133,35.19754150275116,0.0015680159102796204,9.960204963180594,0.8978602841299262,0.006352320029636067,70.3950830055025,6.548462542763256,168.40016920687756,8.380332455497483,259920.03802757093,0.15589614963651283,5.217799145799388,38665.36529667767,171.00484243765337,1392.1962034806725,17.781648257264596,32734.576298054777,0.02750975023917578,0.0017977500357789877,0.25994317175016735,318.35986900606287,0.0004973949641510584,34618.10578205975,0.023015641772393118,167.18917212612857,1361.2884972386553,1.3651130946985643,1986.7138482180349,0.0024037105488794483,0.001815205504787813,6.09463761764473,1248133.3372043981,0.8294477940227932,0.9021326141326333,0.13534479529852186,0.9283229087591555,1244.1096844181002,0.0016958090032496301,11049.149665534502,0.022911093276133103,143.4069795363405,1182.1626024857858,9209.59925932377,26405793.073335655,3.5351335808413014,0.0019692856848190273,176671.67581522078,0.36633961584205427,0.6275536333168406,758.6317641624577,0.0012197740862256413,7.8184378231424,0.2892535315342981,9197.647202204847,11.606048065894571,1.2605465805823955e-05,23280.03085777127,0.04375357911115324,0.19223938780224792
data_MRI\test\mri_00355280.h5,mri_00355280,test,355280,556.0,1316.0,1509818743227.0,5.428755579757546,458.0,2.606178341006346,3716.0,244.87800646196618,905.8961778098729,858.0,93.0,3623.0,187.4406867431911,951.6126790003404,0.04720101428305629,1509818743227.0,0.026511493774566172,84918.80586366811,1274.5361606955748,627730.2105152973,558.3959783627176,504.5090768511343,29.36453289030534,0.8899097661285554,3.7958741892732792,3.4631113174417445,14.602643315799993,0.35606555604765355,0.2728794468236439,0.998641095828859,0.9752703579297444,-0.22742503079830564,0.9524045297217174,0.2718264627369312,33.99629297192152,0.0020580811570896336,9.595005229052925,0.9024434403929742,0.007302721963570781,67.9925859438433,6.379803682024059,133.4684024353599,8.34291298359583,235375.34297507774,0.14117460880525085,6.502086041900411,44201.65915655829,135.95601268947723,1275.4250232716595,21.825673678553606,36668.55463801773,0.03397524397029461,0.001756615253899016,0.22463231043252746,255.55039377891566,0.00042745912174557867,39000.16559192251,0.02634454529523274,132.30793535320203,1244.2461063065546,1.4348061965284713,1922.022670559344,0.0024684900396624485,0.0017737662887585765,5.985815343759021,1198180.6406532077,0.8088524757662253,0.8879024834422419,0.16476502281611083,0.9184803334430628,1123.6196235501936,0.0016395375605364885,10545.569182597474,0.02577666606193759,118.86845615370886,1107.4370870639652,18464.903686756472,46183355.99777079,8.292932801217175,0.001962680382108097,139535.9823887288,0.3410695391951094,0.6046737020939635,685.9406770097843,0.0011877377425689904,7.830871030834282,0.2453798558596599,18448.295501292425,10.574866324616599,1.3129658091680538e-05,22317.7314042754,0.027005280230702547,0.2661717532284958
data_MRI\test\mri_00378216.h5,mri_00378216,test,378216,494.0,1348.0,1563060816062.0,5.553983266301962,521.0,2.5275646046183042,3976.0,271.8317624387778,913.4848098441519,881.0,88.0,3888.0,211.1381959266988,968.246089308796,-0.04243385399619773,1563060816062.0,0.023591109400730344,103045.99164577066,1323.5176570579022,910710.2719917905,-804.7610639277142,617.299064859913,31.60101842889549,0.9025161905808344,3.962124437668023,3.525184353787568,15.487584350488943,0.3536700213149648,0.27198463756204166,0.9987314944765515,0.9759531087729125,-0.23808687082832902,0.9599384463517661,0.266391871285547,34.30875666793287,0.0018975759630568455,9.763237711831309,0.9127540205482672,0.010122859941321548,68.61751333586598,6.51750976302775,162.2250208222023,8.484203946126163,234291.2728997927,0.1405243997949891,8.202143890534089,39332.60742389927,164.95218120627035,1325.0031020882116,24.127684637825805,45899.96289249933,0.053880986954000475,0.0021723035067612835,0.23661675444242591,264.8049308150974,0.0005070854853754423,34374.98940025893,0.023297021952126094,159.1524269069432,1277.8348529073005,1.4601495353639267,2079.08444298754,0.0031770412282118698,0.0021691546111949397,6.113064411923149,1194253.9749219213,0.8088116545289448,0.8849737792436727,0.18137456141349032,0.9182542721084659,1145.0302562987495,0.001988657400024252,10703.754932228745,0.024334347891449466,130.1269469684208,1080.5096689416225,20767.443839204116,55423778.67492077,8.395105584405183,0.0021984704407038164,152444.5995698651,0.3465736971365226,0.6093678941919469,673.9954454114377,0.00130279240852098,7.833748210433291,0.2638226459636866,20753.076516167985,8.265312918661792,1.460289455906977e-05,29241.72406395135,0.02624279286371,0.402101173981707
data_MRI\test\mri_00448143.h5,mri_00448143,test,448143,302.0,1442.0,1587526801740.0,5.8580475697380185,695.0,1.855842914993823,2900.0,348.7784379955933,886.8725540766189,906.0,109.0,2791.0,276.75693853218087,975.7944566290295,-0.05300226350959922,1587526801740.0,0.017754700750940475,165631.89441355751,1275.823520238358,1896427.7614872355,-1959.2866469018957,1006.4922743645386,52.73680691894412,0.9004174489186985,5.241177036564968,3.8943540046166785,24.542360679877795,0.3000322303024961,0.2148434457064405,0.9959518831101943,0.9572957454396402,-0.21411990928733277,0.9542908616231803,0.21716745076277233,32.208425891051895,0.0010110725890086199,10.458576935186773,0.9052545302156498,0.00527437566545173,64.41685178210385,6.832745156279556,264.8072703208712,8.44836766447497,296280.560959752,0.17770464723028387,4.7929277674673045,29601.773392816016,265.09266091756854,1288.746484659898,14.97423203523857,21901.96317139937,0.170352445445998,0.005263009685256006,0.31176640855402354,351.75041694429626,0.0011155218902250553,27088.57062498314,0.0177424904336814,254.9095082695658,1273.764277283568,1.3081890479949507,1720.3952231262565,0.007838382486140622,0.004931980798700545,6.292182315387586,1301961.0264415985,0.8524316831365877,0.9157378610890473,0.11486184337352424,0.938833215644095,1185.0880934815523,0.004427598730772824,12034.719403930447,0.020273371613468583,178.21040769686508,1099.8196276418328,2372.02893760676,4628547.991471004,32.89351738495908,0.003430803025317782,233972.4402094262,0.39414381577742436,0.6517716811181885,706.515778367197,0.0022043708278700236,7.795428774054295,0.35604559325937585,2364.1405404087145,16.684101131877974,1.3965419202091674e-05,15638.416748379363,0.114880091382777,0.0916276755440981
data_MRI\test\mri_00459453.h5,mri_00459453,test,459453,520.0,1283.0,1483762453449.0,5.402583777658188,488.0,2.094097207717815,2894.0,248.3627734338242,897.7111357289548,868.0,93.0,2801.0,195.69144995897278,943.3655273034474,-0.1121099465914371,1483762453449.0,0.026221919161404903,84053.23489274154,1249.4677480667003,522044.9157137927,-1117.924099797171,504.0101977772901,27.45492998513744,0.8966139213072302,3.780878193906134,3.454379437806897,12.806511155762646,0.353767172619486,0.27014137445909286,0.9978740232942909,0.9685127549562617,-0.22606227432172077,0.9511897956918569,0.2700170551045423,33.620341991313914,0.0020878018449175437,9.563064610289118,0.904171553745647,0.008718065272706927,67.24068398262784,6.359674957257746,132.86628194060717,8.293329238118979,238706.57440453343,0.1431726315715648,6.283082706069358,43718.86182872059,134.5599961259753,1252.015881707996,21.237152604506544,35389.538962635794,0.029514605146661547,0.0017297826044040303,0.22766942723283082,244.68215117117168,0.00043486073962388744,38298.121470742975,0.025817121684713267,131.52848197432118,1219.026101822657,1.4248093529282877,1877.9854909686314,0.0023843793835877126,0.0017577984526240353,5.95737925069867,1204057.021904662,0.8111589163393025,0.8897288750173475,0.16001696032439428,0.9196031276866568,1100.179947738057,0.0016339067227171046,10988.868712706537,0.02619659412245853,108.65036144528018,1035.355154156247,26459.85790877688,62420005.53280633,11.430804536867187,0.001984521657704881,140685.74525659333,0.3353836926853995,0.5989428165992172,632.2374183914455,0.0011712572437102319,7.792360179796327,0.25159602798357067,26444.060260548988,14.522101473740548,1.3247121812392171e-05,12000.175084054024,0.04388305779608853,0.10987696725898366
data_MRI\test\mri_00463457.h5,mri_00463457,test,463457,452.0,1384.0,1591223123594.0,5.638668888261799,522.0,2.27605019820214,3318.0,282.26939552739185,916.071663515796,885.0,84.0,3234.0,213.75906712878773,976.9297928347083,-0.12320613319579077,1591223123594.0,0.022170664637513538,115204.52743146855,1351.0942362919864,1066907.858360381,-2081.796072897909,687.545847313932,33.76732487881061,0.9062618123217976,4.121023649302857,3.5779209422837654,16.3433014862033,0.3459467645370034,0.26361147013030073,0.9980282514274637,0.9701289684801483,-0.23805402957898963,0.9615082439463313,0.2596089972199062,34.46224098322829,0.0016533254004861995,9.908510204854252,0.9139123705337963,0.007583745796879962,68.92448196645684,6.603497822197659,180.3282930481855,8.527676552018944,241662.75226238917,0.14494570281754368,7.508823664432571,36964.35100619938,184.39906673492902,1351.5084869582743,22.456455606310698,43609.65738479329,0.06488804385606427,0.002809662723342071,0.24455997175597644,279.6217433817173,0.0006265136883720844,32718.358399767043,0.02205536789319584,177.47007558650452,1306.0152518365508,1.434052699431042,2074.9858709982846,0.004074342559421796,0.002791030308645962,6.177502653559026,1209969.9860278056,0.8151212915955539,0.8897608943108636,0.16929224657182868,0.9213205470400551,1175.7110270306475,0.002557398308302907,10463.575192419601,0.022977426117284497,141.27361922969044,1106.6963075200106,15543.994040207735,44183663.46921835,7.031259392464816,0.0025808927239935227,160436.81836028854,0.35231028329938086,0.6148210899431881,691.6722776668881,0.0015380948713025519,7.8803477391659,0.2731331090937008,15530.58951908789,11.038886636964731,1.4712971045015673e-05,17991.738973580606,0.047432118015614214,0.17774082521268897
data_MRI\test\mri_00474960.h5,mri_00474960,test,474960,516.0,1380.0,1579874662960.0,5.554567942297851,470.0,2.294833908554279,2401.0,261.84903144729816,920.4869498771641,873.0,111.0,2290.0,195.30647840307176,973.4398714077437,-0.008557512463825585,1579874662960.0,0.024180668518465554,100288.95835215983,1271.3553513230531,833915.3301229487,118.22621918756711,602.1636585204129,30.124848867272664,0.904634904825633,3.9375662580287107,3.5080856956794255,14.230179087180307,0.3460776190822879,0.2615227221460235,0.996584555880208,0.9607772397254017,-0.2338166111754396,0.9581367771019599,0.2624693451442449,33.59082063157544,0.0017522503526096163,9.789729810302125,0.9127365350166854,0.006045627229145019,67.181641263151,6.516838232073814,158.07212684692146,8.408619192178243,246975.28088053243,0.14813207799156727,5.611127186159892,40315.558116770946,160.54979387811753,1272.0836070352386,19.628805036275,32256.493726848297,0.04977783672289693,0.0023203297990823956,0.23320550938408785,260.2282358994533,0.0005262296709192934,35882.4106800929,0.02406089491526027,156.07889361550008,1244.4254835977424,1.4013234645178063,1860.888443542541,0.0032897958921179376,0.0023051543206764297,6.085014617624825,1220349.2143526482,0.8177920241062154,0.8944608098611305,0.14987963894386633,0.9227902494477305,1130.8331629671034,0.0021164163855620487,10228.33005662799,0.023825988442923576,130.05209029801904,1080.2532908759285,8724.149543551839,23461142.062374648,4.432205634497224,0.0023162607585174777,145592.89925295778,0.339145756518177,0.6026677221317716,659.688122577424,0.001369960783397532,7.908599235758438,0.25748351790718205,8709.066078138745,18.841876115310622,1.4134705426012631e-05,7560.219955458604,0.07582842085375122,0.057043442141422374
data_MRI\test\mri_00490864.h5,mri_00490864,test,490864,269.0,1399.0,1574473765573.0,5.764421868364535,653.0,1.9702416832736844,3433.0,334.14650197330485,887.3551045305362,934.0,100.0,3333.0,261.6492794821663,971.7745653221218,-0.22456668270812588,1574473765573.0,0.01958913086699971,156946.72427059992,1263.9017158738766,1808879.5982422272,-7115.149147350981,954.7062212263035,45.68710176326208,0.9086396007647161,4.745996209037055,3.7711727079652997,22.530766645959503,0.32498850738788143,0.24215194606740995,0.9974928310916764,0.9668882244350525,-0.22991265402486677,0.9601755674395593,0.24031680796660573,32.19698135117394,0.0013779720187816872,10.195186082419943,0.9126153759071874,0.008038268822592854,64.39396270234802,6.743541747625978,250.09833074739103,8.517159359927836,259873.09582405665,0.15586799440523916,6.575679383727883,32660.252685837397,251.19714270883148,1276.1140497245788,19.412550142029097,25082.10650442881,0.26066903001196157,0.005805966851022054,0.2792111450947009,313.1257245274223,0.000984872510548254,29023.026990793485,0.019327347991779854,239.17707213785368,1268.1178763337966,1.38028769205903,1773.9761406381317,0.009514565551732097,0.005307625598363756,6.2637059802071855,1248236.3310176511,0.830783329795161,0.9006593113951037,0.1461577978558353,0.9287476551746667,1170.8991022409934,0.004629685687298516,10980.52042671515,0.020970078809221717,168.79437179151785,1092.9199794510607,4865.610689267954,10456962.796758385,39.72812744474928,0.0033492293659981905,202653.32714446133,0.38701774378845544,0.6457892991684213,687.7461486322728,0.002135432694419672,7.811181265057648,0.31406423937660743,4855.472438654077,14.64013624542473,1.4684733037434615e-05,14793.149680870298,0.09336494041821844,0.1129410222318063
data_MRI\test\mri_00539274.h5,mri_00539274,test,539274,532.0,1338.0,1554552785036.0,5.497367116229113,478.0,2.3144583546557556,3108.0,255.63815863943188,916.1822206921039,882.0,79.0,3029.0,195.09381879471013,965.6073217191794,-0.11048063121038593,1554552785036.0,0.024882809735051074,93007.63824537183,1315.4847909341734,708039.3328061732,-1259.8645670239466,556.3928857553008,28.904118757217848,0.9011421731759348,3.8354750665407034,3.4783912003237707,13.823680238227514,0.3545964586344722,0.27176742521739194,0.9980814380245682,0.9703436637723397,-0.23478178464829796,0.9574182017870944,0.2696129213783366,34.40363832064337,0.001940817014467545,9.679656395902269,0.9095593785116142,0.008219345228901973,68.80727664128686,6.456727541201341,146.3242511281302,8.413117080647002,236153.7890304115,0.14164150910138495,6.980087380174559,41486.212890100185,148.90005340293652,1316.3118912181874,22.379181701278263,40329.11478985931,0.043740781364896834,0.0021226044316190206,0.22918113864433298,259.52557500730603,0.0005033963072499727,36523.202621644996,0.024681758104928713,144.48090025347602,1278.00424613856,1.439552736470333,2008.485071417252,0.003012159142600709,0.002134759468313829,6.05293258437661,1198759.342868377,0.8095917478266662,0.8875320008385917,0.16845489687640025,0.9187807462126459,1150.6899562747726,0.00196734043886258,10567.956556544228,0.025029087567929643,120.89585863142015,1097.2134302164475,18146.368024782878,47688454.316149846,7.416864667104506,0.0022594919322694853,143375.98889933614,0.33957086803860514,0.6030505743563278,672.4435319568327,0.0013507559861595374,7.855602053152747,0.25324543683543815,18130.775489240503,12.50004168846438,1.4062684274888634e-05,13954.33733130365,0.04182803710037128,0.13985557971669507
data_MRI\test\mri_00592344.h5,mri_00592344,test,592344,402.0,1325.0,1513098464760.0,5.674488919637598,536.0,2.4421025793793074,3835.0,282.2958400667356,890.4199035065833,894.0,97.0,3738.0,215.32384144263685,952.6456942302134,-0.12702979608579487,1513098464760.0,0.021091268573021602,114686.21417469223,1272.822649883865,1113903.368613713,-2654.8351877031705,691.1169990738659,36.677417848205785,0.8991629713350011,4.330421816457081,3.632300135442048,17.41366738351374,0.3291286909324598,0.24348646775008728,0.9984091655800618,0.9728058941083612,-0.22808951215829135,0.9574982262421788,0.24512882786408816,33.30483077731493,0.0013726465927589718,10.042301772280991,0.9073508265264528,0.005239070802641665,66.6096615546301,6.639127388131958,181.94860423051847,8.44658403533236,264587.1758629707,0.1586954290760016,5.259436026874753,35164.71280613029,183.58847957622413,1281.6568341906261,17.662830841426434,28766.722868124063,0.060014495114809364,0.002606983919704323,0.26027467930157155,285.6581933961735,0.0006131464866759458,31727.71906478788,0.021074113802412062,179.01724375171383,1255.757184866112,1.363723535547424,1816.907113891145,0.0036907896780432525,0.0025576224247684377,6.165566595089574,1253126.1047945311,0.8318584363280433,0.9030059472838782,0.13597494313924474,0.9293650726551399,1149.9948295149604,0.00234493831367815,11355.470276339081,0.02326482961618018,145.74330452731002,1053.1437647511964,6162.548351144037,15595518.61819806,3.6147401818767726,0.0023741174006005577,172855.99763161346,0.35414344233842,0.6165040588405875,653.9817373615685,0.0014379463160329087,7.876349852044397,0.29275267744040534,6150.880302028237,9.118663961227664,1.542870039800204e-05,25598.36739429582,0.03613245335859051,0.2997680731735643
data_MRI\test\mri_00599436.h5,mri_00599436,test,599436,506.0,1368.0,1523633057380.0,5.573526415615639,490.0,2.300256779768394,3143.0,266.4201370289998,901.5518022340793,848.0,129.0,3014.0,201.98740878907896,955.9562279519821,0.1383908693502029,1523633057380.0,0.023499061170325544,101056.65764866555,1156.4491498111665,836633.672595031,2035.4766043956047,607.0072381452362,31.90538359413432,0.9000550559403813,4.044543732434458,3.538301035036427,15.12499108840149,0.3385347755076725,0.25258150856588324,0.9978532554371484,0.9685598713412926,-0.22822734538297657,0.9557065729590316,0.25533819821920545,31.82249731092617,0.0015937185393742463,9.857126609942782,0.9064026325688361,0.005274828676316828,63.64499462185243,6.532066582094031,159.72815543484282,8.382072858318965,258102.639439225,0.15480610115688037,4.9487801945918894,39179.13872308165,161.76906412225583,1159.194188202948,17.926749452996045,26438.604451964417,0.06055939911125044,0.0027433330147488577,0.24103654032530542,255.53255541552812,0.0006047743002592941,35273.11480931713,0.023509750874958126,157.23991745247739,1137.7080244138854,1.3737675269575362,1652.4781608267815,0.0038831023712632235,0.002702225303481622,6.079946892497361,1238777.0133745086,0.8251805397817237,0.8999040436215353,0.13764291448813995,0.926334216205909,1040.267464251418,0.0024765793950491622,10797.863648511171,0.024249440577141214,128.41650144447414,1030.819002746568,5609.395975143897,14311131.833618172,3.4500854683548563,0.002546178512731283,151428.37739370242,0.34007221787874775,0.6036001259493166,641.2763897182382,0.001496676194706761,7.896565022940358,0.2670740806494952,5595.376346314382,13.355731036196786,1.3984177690194375e-05,16450.851155326312,0.04383631330216761,0.16406413186646696
data_MRI\test\mri_00790224.h5,mri_00790224,test,790224,310.0,1439.0,1654233828558.0,5.834490027238681,671.0,1.9266975744839954,2797.0,339.1377576446137,911.8846421442555,949.0,94.0,2703.0,265.92592856471146,996.0846842206676,-0.16252035520599153,1654233828558.0,0.018369031571617074,160651.09756043006,1403.3354602435077,1837203.4303739564,-5300.903403473994,973.0423532683477,48.629119962418834,0.9047685242244623,5.047241118273044,3.8386858045992134,22.488927671483204,0.3012019582657573,0.21423558785023553,0.9959914470135222,0.9573371374572025,-0.21723298912873423,0.9555217649551958,0.21808653758359353,34.23784039000816,0.0010385849744318583,10.396020462179106,0.9073476331169192,0.004320547110634233,68.47568078001645,6.810187335983725,255.41786830769132,8.418156954220892,297641.348080448,0.17852082698387775,3.9704605553705083,30626.02505422057,257.1126372377088,1412.7923718139418,13.857912124294653,21236.406532498753,0.07841482806120176,0.0033381635509833747,0.30165581918936,380.3214474460893,0.0007701949608668634,28034.22188126626,0.018326049997255255,249.41162532509753,1402.1046256213149,1.2964077672973529,1855.7516063983155,0.004673929773195105,0.0032082671503510535,6.2688870749763685,1305597.2429914675,0.8531462831566953,0.9175218524757651,0.10772516487974954,0.9392643266494736,1309.101195946762,0.002929084593333591,11398.125914696058,0.019953724107879968,184.10174236157079,1235.3408148760216,1641.6082720034733,4218740.994991492,6.985650012137754,0.0024500071283174766,219129.24561120954,0.3836108272199709,0.6428476207137132,774.4901645688508,0.0015736477710227548,7.879935874201501,0.3426140071398411,1633.0892493842025,15.759627826363163,1.3647457484887707e-05,15224.828447285365,0.10876499802132171,0.08750125643846207
data_MRI\test\mri_00809576.h5,mri_00809576,test,809576,302.0,1444.0,1592010778734.0,5.833782146129439,707.0,2.013804491848528,3446.0,353.01191644094604,886.6090037330621,916.0,126.0,3320.0,283.01049167516493,977.1715529503444,0.003700487219319423,1592010778734.0,0.018289607076817063,168788.71839485492,1216.7759950599745,2084835.3309439085,-681.084584047566,1027.302457742762,49.52195101530575,0.9080008020000881,4.990019836452675,3.8305522312787894,23.914259643903545,0.3115173834211425,0.22711630289138793,0.9972480255398349,0.9650072333222627,-0.22740158633612986,0.9602872578692269,0.22860091391019435,31.18219446478125,0.001164354121267745,10.335877946078599,0.9137448619351962,0.005972989394465076,62.364388929562715,6.811803469608322,269.20610218951873,8.474060602122353,278498.9681598115,0.16703951393409294,5.252523254876231,30493.60345332233,270.1569177468476,1230.2020153976814,16.465033731910484,21911.41554007044,0.20736503712372995,0.005913714323834013,0.2953824713155669,322.59079179990897,0.001101900602995028,27540.682044406407,0.01815869049106741,259.54179717228055,1219.0830503902987,1.335181636506955,1667.0298737730034,0.009044681892849434,0.0055110943078092774,6.295810187999593,1279187.8401994777,0.8430137685606724,0.9096727425198501,0.12562613822967583,0.9344996540021699,1130.9766573111488,0.004899427324718011,11595.58390457886,0.020770082385777214,180.20414202723595,1063.8082871948457,3042.4401817716102,5226146.523170148,53.01841628475252,0.003518339886837283,218010.6272284845,0.39050199849983697,0.6486386117807326,681.7762894142369,0.002228754688174219,7.80898275637761,0.33484978983532304,3033.521514980608,11.712004568663104,1.5097698358178225e-05,23660.550979988362,0.0705574155658185,0.20720513542562777
data_MRI\test\mri_00827216.h5,mri_00827216,test,827216,502.0,1337.0,1527382972246.0,5.5369941389875015,503.0,2.168707895933068,2892.0,263.53742096345917,904.8364578135196,864.0,112.0,2780.0,202.8265966861602,957.1318888152211,-0.018056515814844937,1527382972246.0,0.02381870925599876,97372.43719847561,1220.8547843843714,714587.5875231449,-119.9815178424104,577.2920276648927,36.51690823278461,0.8809224950063188,4.3863617389386125,3.646903881031124,16.867730727837372,0.32118990552305654,0.2335418374550322,0.9971354191240351,0.9634678064248305,-0.20260113799313872,0.9408094947849311,0.23802043047015076,32.949336767023745,0.0015043305276332061,9.930545034516912,0.8880879928819747,0.004963349274926653,65.89867353404756,6.484583895644681,153.45223397441896,8.236605574784798,277892.2562893459,0.16667561723239144,4.065471877873961,39712.07646899351,155.88137676913774,1226.0517566504166,15.261158400829142,23239.41141534874,0.03293849901102989,0.002183756756111052,0.26615895360118347,292.3327520538814,0.0006135705507088371,35939.62892553236,0.023693936718127116,153.15906408431576,1206.5213470337974,1.3272704123256671,1678.6823676447093,0.0028862522084891784,0.002189057899370562,6.011581435395135,1273898.4328913332,0.8395246497038306,0.9097694001854352,0.11823637941240811,0.9331104204237891,1112.947278394506,0.002046449150319966,11812.821091974669,0.023839915343052694,130.84604760207966,1056.8548271867546,9658.420979766139,24483370.88792063,4.423935125532192,0.00235931310912196,177973.6914911222,0.3591756537582233,0.6212703420754461,671.5248515392956,0.0014738837876944676,7.803054008297186,0.29719708456489197,9647.099298859679,16.72181270583994,1.1707851129167496e-05,15965.714255547377,0.05852618508063154,0.10104509961517329
data_MRI\test\mri_00864608.h5,mri_00864608,test,864608,500.0,1360.0,1546759320521.0,5.567502432764204,496.0,2.458176632755946,3936.0,268.04528052397114,908.4128602308932,862.0,90.0,3846.0,204.07808546960834,963.1838331050135,0.031759911323191024,1546759320521.0,0.023607282466199576,102509.17172199409,1307.578093467559,877789.1727317756,470.8808411212019,612.7536207004325,33.27470866610602,0.8969043270574476,4.094012487716794,3.563414467610893,16.087894626426994,0.3429440418015875,0.2592136789060799,0.998630042994981,0.9748697548251164,-0.22728297435069234,0.9551806269788509,0.25831641359974417,34.09847656498882,0.0016878491258110232,9.848388370433348,0.9167448094314102,0.006365714448457276,68.19695312997786,6.526996449400607,161.50708234163463,8.440790826807815,246843.24837098384,0.14805288686793683,6.36943588018108,39359.57219372577,164.106323868835,1310.3502090850639,20.470864842040612,36433.556184863344,0.03891658050647536,0.002085533523177459,0.2446802641542456,280.60174009685505,0.0005299986657074878,35003.39955546164,0.023482863310384235,159.6111680505107,1275.8181519838458,1.4077861091594746,1945.389597346715,0.002891835205263094,0.0020987376751850605,6.097926021515747,1221730.5339098903,0.8191161913716972,0.8940312714999868,0.1551348515621684,0.923327309591559,1156.664316316517,0.0019447705599446538,10751.762660343826,0.02364854274151393,136.91098252953256,1111.256679893016,12459.27057415847,34180913.00807878,4.8874467443928635,0.002224198294040959,159508.577132199,0.35083972024994936,0.6133944532754722,696.6952309240944,0.0013489984347592426,7.8586877186624156,0.2726910675214003,12445.822559437982,9.533606656462101,1.3811347802051543e-05,27006.30012446477,0.03070212788178916,0.31351362036143254
